Index,Brand,Product Name,Screen Size (Inches),Display type,Resolution (Pixels),Processor,Clock Speed (GHz),Core Count,Graphics,RAM (GB),RAM type,Storage,Wi-Fi,OS,Weight (kg),Warranty,Price (AUD),Link
205,Victus,15-fa2363TX 15.6 Full HD Gaming Laptop (Intel Core i7)[GeForce RTX 3050],15.6,IPS,1920 x 1080,Intel Core i7,2.4,10 Core,,16,DDR4,512GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,2.29,1 Year,999,https://www.jbhifi.com.au/products/victus-15-fa2363tx-15-6-full-hd-gaming-laptop-intel-core-i7geforce-rtx-3050
206,HP,OmniBook 7 Aero 13.3 WQXGA Next Gen AI Laptop (Ryzen AI 7)[1TB],13.3,IPS,2560 x 1600,AMD Ryzen AI 7,2.0,8 Core,AMD Radeon™ 860M Graphics,32,LPDDR5,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.0,1 Year,2399,https://www.jbhifi.com.au/products/hp-omnibook-7-aero-13-3-wqxga-next-gen-ai-laptop-ryzen-ai-71tb
207,HP,OmniBook X Flip 14 WUXGA 2-in-1 Next Gen AI OLED Laptop (Intel Core Ultra 7)[512GB/Silver],14.0,OLED,1920 x 1200,Intel Core Ultra 7,2.2,8 Core,Intel Arc 140V,32,LPDDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.38,1 Year,1699,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-wuxga-2-in-1-next-gen-ai-oled-laptop-intel-core-ultra-7512gb-silver
208,Lenovo,Yoga 7i 14 WUXGA OLED 2-in-1 Laptop (Intel Core Ultra 5)[512GB],14.0,OLED,1920 x 1200,Intel Core Ultra 5,,8 Core,Integrated Intel® Arc™ Graphics 130V,16,,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.38,1 Year,1448,https://www.jbhifi.com.au/products/lenovo-yoga-7i-14-wuxga-oled-2-in-1-laptop-intel-core-ultra-5512gb
209,MSI,Venture 14 AI 14 2.8K OLED 120Hz Laptop (Core Ultra 5) [1TB],14.0,OLED,2880 x 1800,Intel Core Ultra 5,2.5,14 Core,Intel Arc Graphics,32,DDR5,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.7,1 Year,1299,https://www.jbhifi.com.au/products/msi-venture-14-ai-14-2-8k-oled-120hz-laptop-core-ultra-5-1tb
210,Apple,"MacBook Pro 14-inch with M4 Chip, 512GB/16GB (Space Black/2024)[~Refurbished]",14.0,,3124 x 1964,Apple M4,,10 Core,10 core GPU,16,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sequioa,,,2249,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-chip-512gb-16gb-space-black-2024refurbished
211,MSI,Modern 15 H AI 15.6 FHD 60Hz Laptop (Intel Core Ultra 9) [1TB],15.6,IPS-Level,1920x1080,Intel Core Ultra 9,2.0,16 Core,Intel Arc Graphics,16,DDR5,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.9,1 Year,1479,https://www.jbhifi.com.au/products/msi-modern-15-h-ai-15-6-fhd-60hz-laptop-intel-core-ultra-9-1tb
212,HP,Laptop 14-em0202AU 14 FHD Laptop (Athlon Silver)[256GB],14.0,IPS,1920 x 1080,AMD Athlon,2.4,Dual Core,AMD Radeon™ Graphics,8,LPDDR5,256GB,Wi-Fi 6 (802.11 ax),Windows 11 Home S,1.4,1 Year,749,https://www.jbhifi.com.au/products/hp-laptop-14-em0202au-14-fhd-laptop-athlon-silver256gb
213,Apple,"MacBook Pro 14-inch with M4 Pro Chip, 512GB/24GB (Silver)[2024]",14.0,,3124 x 1964,Apple M4 Pro,,12 Core,16 core GPU,24,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sequioa,,1 Year,3127,https://www.jbhifi.com.au/products/apple-macbook-pro-14-inch-with-m4-pro-chip-512gb-24gb-silver2024
214,Microsoft,Surface Pro 5G (11th Edition) Copilot+ PC 13 Snapdragon X Elite/16GB/512GB OLED(Platinum),13.0,OLED,2880 x 1920,Qualcomm Snapdragon,3.4,12 Core,Integrated,16,,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.895,1 Year,2299,https://www.jbhifi.com.au/products/microsoft-surface-pro-5g-11th-edition-copilot-pc-13-snapdragon-x-elite-16gb-512gb-oledplatinum
215,MSI,Prestige 14 AI Studio 14 FHD+ Laptop (Intel Core Ultra 7)[GeForce RTX 3050],14.0,IPS,1920 x 1200,Intel Core Ultra 7,3.8,16 Core,,32,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.7,1 Year,2299,https://www.jbhifi.com.au/products/msi-prestige-14-ai-studio-14-fhd-laptop-intel-core-ultra-7geforce-rtx-3050
216,Lenovo,Yoga Slim 7i Evo 14 OLED WUXGA Laptop (Intel Core Ultra 7) [1TB/32GB],14.0,OLED,1920 x 1200,Intel Core Ultra 7,1.4,16 Core,Integrated Intel Arc Graphics,32,DDR5 SDRAM,,Wi-Fi 6E (802.11 ax),Windows 11 Home,,1 Year,1999,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7i-evo-14-oled-wuxga-laptop-intel-core-ultra-7-1tb-32gb
217,Dell,Inspiron 16 5645 16 FHD+ Laptop with Built-In AI (Ryzen 7) [1TB],16.0,LED,1920 x 1200,AMD Ryzen 7,3.3,8 Core,AMD Radeon Graphics,16,DDR5 SDRAM,16GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.87,1 Year,1329,https://www.jbhifi.com.au/products/dell-inspiron-16-5645-16-fhd-laptop-with-built-in-ai-ryzen-7-1tb
218,Lenovo,Yoga 9 14 4K WQUXGA 2-in-1 OLED Laptop (Intel Core Ultra 7)[1TB/32GB],14.0,OLED,3840 x 2400,Intel Core Ultra 7,,8 Core,Intel Arc graphics 140V,32,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.32,1 Year,2474,https://www.jbhifi.com.au/products/lenovo-yoga-9-14-4k-wquxga-2-in-1-oled-laptop-intel-core-ultra-71tb-32gb
219,Apple,"MacBook Air 15-inch with M4 Chip, 256GB/16GB (Starlight)",15.3,Liquid Retina LED-backlit display with IPS technology,2880 x 1864,Apple M4,,10 Core,10-core GPU,16,,256GB,Wi-Fi 6E (802.11 ax),MacOS Sequoia,,1 Year,1799,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-256gb-16gb-starlight
220,Apple,"MacBook Pro 16-inch with M4 Pro Chip, 512GB/24GB (Silver)[2024]",16.2,,3456 x 2234,Apple M4 Pro,,,,24,,512GB,Wi-Fi 6E (802.11 ax),,,,3877,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-pro-chip-512gb-24gb-silver2024
221,HP,OmniBook 5 NG AI PC 16-fb0006QU 16 WUXGA OLED Laptop (Snapdragon X1)[512GB],16.0,OLED,1920 x 1200,Qualcomm Snapdragon,2.98,8 Core,Qualcomm Adreno GPU,16,LPDDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.59,1 Year,1097,https://www.jbhifi.com.au/products/hp-omnibook-5-ng-ai-pc-16-fb0006qu-16-wuxga-oled-laptop-snapdragon-x1512gb
222,Lenovo,IdeaPad Slim 5 16 3K 120Hz OLED Laptop (Intel Core Ultra 5)[512GB],16.0,OLED,2880 x 1800,Intel Core Ultra 5,,14 Core,,24,,512GB,Wi-Fi 6 (802.11 ax),Windows 11 Home,1.69,1 Year,1899,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-5-16-3k-120hz-oled-laptop-intel-core-ultra-5512gb
223,HP,OmniBook X Flip 14 WUXGA 2-in-1 Next Gen AI OLED Laptop (Intel Core Ultra 5)[512GB/Blue],14.0,OLED,1920 x 1200,Intel Core Ultra 5,2.1,8 Core,Intel Arc 130V,16,LPDDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.38,1 Year,1399,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-14-wuxga-2-in-1-next-gen-ai-oled-laptop-intel-core-ultra-5512gb-blue
224,Lenovo,Legion Pro 7 16IAX10H 16 WQXGA 240Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070 Ti],16.0,OLED,2560 x 1600,Intel Core Ultra 9,,24 Core,NVIDIA GeForce RTX 5070 Ti,32,DDR5-6400 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.62,1 Year,3799,https://www.jbhifi.com.au/products/lenovo-legion-pro-7-16iax10h-16-wqxga-240hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5070-ti
225,MSI,Modern 14 14 FHD Laptop (Intel Core 7) [512GB],14.0,IPS-Level,1920 x 1080,Intel Core 7,1.8,10 Core,Intel Graphics,16,DDR4,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.58,1 Year,949,https://www.jbhifi.com.au/products/msi-modern-14-14-fhd-laptop-intel-core-7-512gb
226,Microsoft,Surface Laptop (7th Edition) Copilot+ PC 13.8 Snapdragon X Elite 12 core/16GB/512GB (Dune),13.8,,2304 x 1536,Qualcomm Snapdragon,3.4,12 Core,Qualcomm® Adreno™ GPU,16,,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.22,1 Year,1699,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-elite-12-core-16gb-512gb-dune
227,HP,Envy x360 14-fc0025TU EVO 14 FHD+ 2-in-1 Laptop (Intel Core Ultra 7)[512GB],14.0,IPS,1920 x 1200,Intel Core Ultra 7,3.8,12 Core,Intel® Graphics,16,LPDDR5,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.39,1 Year,2599,https://www.jbhifi.com.au/products/hp-envy-x360-14-fc0025tu-evo-14-fhd-2-in-1-laptop-intel-core-ultra-7512gb
228,Apple,"MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/16GB (Starlight) [2024]",15.3,Liquid Retina,2880 x 1864,Apple M3,,8 Core,,16,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,1 Year,2197,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-16gb-starlight-2024
229,Apple,"MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/8GB (Space Grey) [2024]",15.3,Liquid Retina,2880 x 1864,Apple M3,,8 Core,,8,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,1 Year,1994,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-8gb-space-grey-2024-1
230,Alienware,16 Aurora 16 WQXGA 120Hz Gaming Laptop (Intel Core 7)[GeForce RTX 5050],16.0,,2560 x 1600,Intel Core 7,2.5,10 Core,,16,DDR5 SDRAM,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.57,1 Year,1679,https://www.jbhifi.com.au/products/alienware-16-aurora-16-wqxga-120hz-gaming-laptop-intel-core-7geforce-rtx-5050
231,Dell,DC14250 14 WUXGA Laptop (Intel Core 5)[1TB],14.0,LCD,1920 x 1200,Intel Core 5,1.4,10 Core,Intel Graphics,16,DDR5 SDRAM,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,,1 Year,1189,https://www.jbhifi.com.au/products/dell-dc14250-14-wuxga-laptop-intel-core-51tb
232,MSI,Katana 15 HX 15.6 QHD 165Hz Gaming Laptop (Intel Core i7) [GeForce RTX 5060],15.6,IPS-Level,2560 x 1440,Intel Core i7,2.2,16 Core,NVIDIA GeForce RTX 5060,16,DDR5,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.35,1 Year,2599,https://www.jbhifi.com.au/products/msi-katana-15-hx-15-6-qhd-165hz-gaming-laptop-intel-core-i7-geforce-rtx-5060
233,MSI,Crosshair 16 HX AI 16 QHD+ 240Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5060],16.0,IPS-Level,2560 x 1600,Intel Core Ultra 9,2.7,24 Core,,16,DDR5,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.5,1 Year,2499,https://www.jbhifi.com.au/products/msi-crosshair-16-hx-ai-16-qhd-240hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5060
234,HP,OMEN Max 16 UWVA 2.5K 240Hz OLED Gaming Laptop (Intel Core Ultra 7)[GeForce RTX 5070 Ti],16.0,OLED,2560x1600,Intel Core Ultra 7,2.4,20 Core,Nvidia GeForce RTX 5070 Ti,32,DDR5,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.68,1 Year,3499,https://www.jbhifi.com.au/products/hp-omen-max-16-uwva-2-5k-240hz-oled-gaming-laptop-intel-core-ultra-7geforce-rtx-5070-ti
235,ASUS,Vivobook S16 16 WQXGA Laptop (Copilot+ PC)[512GB],16.0,IPS,2560 x 1600,Qualcomm Snapdragon,2.97,8 Core,Qualcomm® Adreno™ GPU,16,,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,3.4,1 Year,1199,https://www.jbhifi.com.au/products/asus-vivobook-s16-16-wqxga-laptop-copilot-pc512gb
236,Asus,Vivobook 14 Flip 14 WUXGA OLED 2-in-1 Laptop (Intel Core Ultra 5) [1TB],14.0,OLED,1920 x 1200,Intel Core Ultra 5,4.5,8 Core,Intel® Arc™ Graphics,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.57,1 Year,1599,https://www.jbhifi.com.au/products/asus-vivobook-14-flip-14-wuxga-oled-2-in-1-laptop-intel-core-ultra-5-1tb
237,Microsoft,Surface Laptop (7th Edition) Copilot+ PC 13.8 Snapdragon X Plus 10 core/16GB/1TB (Black),13.8,,2304 x 1536,Qualcomm Snapdragon,3.4,10 Core,Qualcomm® Adreno™ GPU,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.22,1 Year,1729,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-13-8-snapdragon-x-plus-10-core-16gb-1tb-black
238,Asus,Zenbook Duo EVO 14 3K OLED Laptop (1TB)[Intel Core Ultra 9],14.0,OLED,2880 x 1800,Intel Core Ultra 9,2.9,16 Core,,32,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.65,1 Year,2999,https://www.jbhifi.com.au/products/asus-zenbook-duo-evo-14-3k-oled-laptop-1tbintel-core-ultra-9
239,MSI,Titan 18 HX AI 18 UHD+ MiniLED 120Hz Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5090],18.0,IPS-Level,3840 x 2400,Intel Core Ultra 9,2.8,24 Core,,64,DDR5,6TB,Wi-Fi 7 (802.11 be),Windows 11 Pro,3.6,2 Years,7999,https://www.jbhifi.com.au/products/msi-titan-18-hx-ai-18-uhd-miniled-120hz-gaming-laptop-intel-core-ultra-9-geforce-rtx-5090-1
240,ASUS,ROG Zephyrus G16 16 2.5K 240Hz OLED Nebula Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070 Ti],16.0,OLED,2560x1600,Intel Core Ultra 9,2.9,16 Core,NVIDIA GeForce RTX 5070 Ti,32,LPDDR5,,Wi-Fi 7 (802.11 be),Windows 11 Home,1.95,1 Year,4129,https://www.jbhifi.com.au/products/asus-rog-zephyrus-g16-16-2-5k-240hz-oled-nebula-gaming-laptop-intel-core-ultra-9geforce-rtx-5070-ti
241,HP,OmniBook X 14 WQXGA Laptop (Snapdragon X Plus)[512GB],14.0,IPS,2240x1400,Qualcomm Snapdragon,3.2,8 Core,Qualcomm® Adreno™ GPU,16,LPDDR5,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,1.34,1 Year,1799,https://www.jbhifi.com.au/products/hp-omnibook-x-14-wqxga-laptop-snapdragon-x-plus512gb
242,MSI,Katana 15 15.6 FHD 144Hz Gaming Laptop (Intel Core i5) [GeForce RTX 3050],15.6,IPS,1920 x 1080,Intel Core i5,2.1,8 Core,,16,DDR5 SDRAM,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.25,1 Year,1199,https://www.jbhifi.com.au/products/msi-katana-15-15-6-fhd-144hz-gaming-laptop-intel-core-i5-geforce-rtx-3050
243,MSI,Modern 15 H AI 15.6 FHD Lifestyle Laptop (Intel Core Ultra 5) [512GB SSD],15.6,IPS,1920 x 1080,Intel Core Ultra 5,3.6,14 Core,Intel Arc,16,DDR5 SDRAM,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.9,1 Year,999,https://www.jbhifi.com.au/products/msi-modern-15-h-ai-15-6-fhd-lifestyle-laptop-intel-core-ultra-5-512gb-ssd
244,ASUS,CX34 14 FHD Chromebook Laptop with Gemini (Intel Core i5)[256GB],14.0,,1920 x 1080,Intel Core i5,1.3,10 Core,Intel UHD graphics,8,,256GB,Wi-Fi 6 (802.11 ax),Google Chrome,,1 Year,599,https://www.jbhifi.com.au/products/asus-cx34-14-fhd-chromebook-laptop-with-gemini-intel-core-i5256gb
245,MSI,Summit E16 AI Studio 16 QHD+ 2-in-1 Laptop (Intel Core Ultra 7)[2TB] [GeForce RTX 4060],16.0,IPS,2560 x 1600,Intel Core Ultra 7,1.4,16 Core,,32,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.1,1 Year,2799,https://www.jbhifi.com.au/products/msi-summit-e16-ai-studio-16-qhd-2-in-1-laptop-intel-core-ultra-72tb-geforce-rtx-4060
246,Lenovo,11e Yoga 5th Gen 11.6/Touch/ Intel Celeron N4120/4GB/256GB SSD/ Pen /W10P National Academic,11.6,,1366 x 768,Intel Core Celeron,,Quad Core,Intel UHD 600,4,,256GB,Wi-Fi 5 (802.11 ac),Windows 10 Pro,1.36,1 Year,718,https://www.jbhifi.com.au/products/lenovo-11e-yoga-5th-gen-11-6-touch-intel-celeron-n4120-4gb-256gb-ssd-pen-w10p-national-academic
247,Dell,DC14250 14 WUXGA Laptop (Intel Core 7)[1TB],14.0,LCD,1920 x 1200,Intel Core 7,1.8,10 Core,Intel Graphics,16,DDR5 SDRAM,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,,1 Year,1329,https://www.jbhifi.com.au/products/dell-dc14250-14-wuxga-laptop-intel-core-71tb
248,Lenovo,Yoga Slim 7i 14 WUXGA OLED Laptop (Intel Core Ultra 5)[1TB],14.0,OLED,1920 x 1200,Intel Core Ultra 5,,16 Core,Integrated Intel Arc Graphics,32,DDR5 SDRAM,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.39,1 Year,1499,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7i-14-wuxga-oled-laptop-intel-core-ultra-51tb
249,Lenovo,Legion Pro 7 16IAX10H 16 WQXGA 240Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080],16.0,OLED,2560 x 1600,Intel Core Ultra 9,,24 Core,NVIDIA GeForce RTX 5080,32,DDR5-5600 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,,1 Year,4699,https://www.jbhifi.com.au/products/lenovo-legion-pro-7-16iax10h-16-wqxga-240hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5080
250,Alienware,Area-51 18 WQXGA 300Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5090],18.0,LED,2560 x 1600,Intel Core Ultra 9,2.7,24 Core,,64,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,4.34,1 Year,6789,https://www.jbhifi.com.au/products/alienware-area-51-18-wqxga-300hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5090
251,MSI,Vector A18 HX 18 QHD+ MiniLED 240Hz Gaming Laptop (Ryzen 9) [GeForce RTX 5080],18.0,Mini LED,2560x1600,AMD Ryzen 9,2.5,16 Core,NVIDIA GeForce RTX 5080,32,DDR5,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,3.6,2 Years,4299,https://www.jbhifi.com.au/products/msi-vector-a18-hx-18-qhd-miniled-240hz-gaming-laptop-ryzen-9-geforce-rtx-5080
252,ASUS,ROG Strix G16 16 2.5K 240Hz Nebula Gaming Laptop (Intel Core Ultra 9) [GeForce RTX 5070Ti],16.0,IPS,2560x1600,Intel Core Ultra 9,2.7,24 Core,NVIDIA GeForce RTX 5070 Ti,32,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.73,1 Year,3709,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-2-5k-240hz-nebula-gaming-laptop-intel-core-ultra-9-geforce-rtx-5070ti
253,MSI,Summit 13 AI+ Evo 13.3 FHD+ 2-in-1 Laptop (Intel Core Ultra 7) [1TB],13.3,IPS,1920 x 1200,Intel Core Ultra 7,2.2,8 Core,Intel Arc graphics,32,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,,1 Year,1999,https://www.jbhifi.com.au/products/msi-summit-13-ai-evo-13-3-fhd-2-in-1-laptop-intel-core-ultra-7-1tb
254,HP,OMEN 16-am0118TX 16 WUXGA 165Hz Gaming Laptop (Intel Core i7)[GeForce RTX 5050],16.0,IPS,1920 x 1200,Intel Core i7,2.2,16 Core,,16,DDR5 SDRAM,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,2.43,1 Year,1799,https://www.jbhifi.com.au/products/hp-omen-16-am0118tx-16-wuxga-165hz-gaming-laptop-intel-core-i7geforce-rtx-5050
255,Apple,"MacBook Pro 16-inch with M4 Max Chip, 1TB/36GB (Space Black)[2024]",16.2,,3456 x 2234,Apple M4 Max,,,,36,,1TB,Wi-Fi 6E (802.11 ax),,,,5477,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-max-chip-1tb-36gb-space-black2024
256,Microsoft,Surface Pro (11th Edition) Copilot+ PC 13 Snapdragon X Elite 12 core/16GB/512GB OLED (Sapphire),13.0,Touchscreen: 13” PixelSense™ Flow Display OLED,2880 x 1920,Qualcomm Snapdragon,3.4,12 Core,Integrated,16,,512GB,Wi-Fi 7 (802.11 be),Windows 11 Home,0.895,1 Year,1849,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-elite-12-core-16gb-512gb-oled-sapphire
257,Apple,"MacBook Air 15-inch with M3 chip, 10-core GPU 512GB/16GB (Midnight) [2024]",15.3,Liquid Retina,2880 x 1864,Apple M3,,8 Core,,16,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,1 Year,2197,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m3-chip-10-core-gpu-512gb-16gb-midnight-2024
258,Asus,Zenbook EVO 14 3K OLED Laptop (1TB) [Intel Core Ultra 7 155H],14.0,OLED,2880 x 1800,Intel Core Ultra 7,1.4,16 Core,Intel® Arc™ Graphics,16,DDR5 SDRAM,1TB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.28,1 Year,1874,https://www.jbhifi.com.au/products/asus-zenbook-evo-14-3k-oled-laptop-1tb-intel-core-ultra-7-155h
259,Apple,"MacBook Air 13-inch with M3 Chip, 10-core GPU, 512GB/8GB (Silver)[2024]",13.6,Liquid Retina,2560 x 1664,Apple M3,,8 Core,,8,,512GB,Wi-Fi 6E (802.11 ax),MacOS Sonoma,,1 Year,1744,https://www.jbhifi.com.au/products/apple-macbook-air-13-inch-with-m3-chip-10-core-gpu-512gb-8gb-silver2024
260,HP,15s-fq5213TU 15.6 Full HD Laptop (Intel i7)[512GB],15.6,,1920 x 1080,Intel Core i7,2.2,10 Core,Intel® Iris® Xᵉ Graphics,8,DDR4 SDRAM,512GB,Wi-Fi 5 (802.11 ac),Windows 11 Home S,1.69,1 Year,898,https://www.jbhifi.com.au/products/hp-15s-fq5213tu-15-6-full-hd-laptop-intel-i7512gb
261,Lenovo,Yoga 9 14 WQXGA+ 120Hz 2-in-1 OLED Laptop (Intel Core Ultra 7)[1TB/16GB],14.0,OLED,2880 x 1800,Intel Core Ultra 7,,8 Core,Intel Arc graphics 140V,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,,1 Year,3099,https://www.jbhifi.com.au/products/lenovo-yoga-9-14-wqxga-120hz-2-in-1-oled-laptop-intel-core-ultra-71tb-16gb
262,ASUS,ROG Strix G16 16 FHD+ 165Hz Gaming Laptop (Intel Core Ultra 7)[GeForce RTX 5060],16.0,IPS,1920 x 1200,Intel Core Ultra 7,2.4,20 Core,,16,,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.65,1 Year,2729,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-fhd-165hz-gaming-laptop-intel-core-ultra-7geforce-rtx-5060
263,HP,OmniBook 5 NG AI PC 16-fb0003QU 16 WUXGA OLED Touch Laptop (Snapdragon X Plus)[512GB],16.0,OLED,1920 x 1200,Qualcomm Snapdragon,3.2,8 Core,Qualcomm Adreno GPU,32,LPDDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.59,1 Year,1599,https://www.jbhifi.com.au/products/hp-omnibook-5-ng-ai-pc-16-fb0003qu-16-wuxga-oled-touch-laptop-snapdragon-x-plus512gb
264,HP,OmniBook X Flip WUXGA 2-in-1 Next Gen AI OLED Laptop (Intel Core Ultra 5)[512GB/Silver],14.0,OLED,1920 x 1200,Intel Core Ultra 5,2.1,8 Core,Intel Arc 140V,16,LPDDR5,512GB,Wi-Fi 6E (802.11 ax),Windows 11 Home,1.38,1 Year,1399,https://www.jbhifi.com.au/products/hp-omnibook-x-flip-wuxga-2-in-1-next-gen-ai-oled-laptop-intel-core-ultra-5512gb-silver
265,Lenovo,Legion 9i 18 WQUXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5080],18.0,IPS,3840 x 2160,Intel Core Ultra 9,,24 Core,RTX 5080,64,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,3.75,1 Year,6999,https://www.jbhifi.com.au/products/lenovo-legion-9i-18-wquxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5080
266,Alienware,Area-51 16 WQXGA 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5090],16.0,LED,2560 x 1600,Intel Core Ultra 9,2.7,24 Core,,64,DDR5 SDRAM,2TB,Wi-Fi 7 (802.11 be),Windows 11 Home,3.4,1 Year,5949,https://www.jbhifi.com.au/products/alienware-area-51-16-wqxga-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5090
267,Alienware,16X Aurora 16 WQXGA 240Hz Gaming Laptop (Intel Core Ultra 7)[GeForce RTX 5060],16.0,,2560 x 1600,Intel Core Ultra 7,2.4,12 Core,,16,DDR5 SDRAM,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.66,1 Year,2729,https://www.jbhifi.com.au/products/alienware-16x-aurora-16-wqxga-240hz-gaming-laptop-intel-core-ultra-7geforce-rtx-5060
268,MSI,Stealth 16 AI 16 QHD+ OLED 240Hz Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5060],16.0,IPS-Level,2560 x 1600,Intel Core Ultra 9,2.7,16 Core,,32,DDR5,1TB,Wi-Fi 7 (802.11 be),Windows 11 Home,2.1,2 Years,3299,https://www.jbhifi.com.au/products/msi-stealth-16-ai-16-qhd-oled-240hz-gaming-laptop-intel-core-ultra-9geforce-rtx-5060
269,Asus,Vivobook 14 Flip 14 WUXGA OLED 2-in-1 Laptop (Intel Core Ultra 7) [1TB],14.0,OLED,1920 x 1200,Intel Core Ultra 7,2.2,8 Core,Intel® Arc™ Graphics,16,,,Wi-Fi 7 (802.11 be),Windows 11 Home,1.57,1 Year,2249,https://www.jbhifi.com.au/products/asus-vivobook-14-flip-14-wuxga-oled-2-in-1-laptop-intel-core-ultra-7-1tb
